# This is s1226-all-comb1.txt the combined spectrum created by combine_mage_spectra.pro from s1226-all.ls
# Total exptime should be        44705.000 s  (       12.418056 hr)
# 4010.0 +/- 173.0 was the median spectral resolution and MAD, R===lambda / (FWHM)
# Created from:  Individual filenames, barycentric correction(km/s), exptime(s)
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_Apr_2009/Mage_pipe/Slit2_bin1x1/Final-Products/Fluxed/s1226+2152b-tel-comb.txt      -15.340000       7800.0000
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_Apr_2009/Mage_pipe/Slit2_bin1x1/Final-Products/Fluxed/s1226+2152a-tel-comb.txt      -15.870000       3600.0000
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_Feb2008/Mage_pipe/Reduce_slit2/Final-Products/Fluxed/s1226-tel-comb.txt       17.050000       10505.000
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_Feb2010/Reduce_slit0.7/Final-Products/Fluxed/sdss1226b-tel-comb.txt      -28.870000       6600.0000
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_Feb2010/Reduce_slit0.7/Final-Products/Fluxed/sdss1226c-tel-comb.txt      -29.040000       7200.0000
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_Feb2010/Reduce_slit0.7/Final-Products/Fluxed/sdss1226d-tel-comb.txt      -28.970000       5400.0000
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_Feb2010/Reduce_slit0.7/Final-Products/Fluxed/sdss1226a-tel-comb.txt      -28.800000       3600.0000
#  Wavelengths have been converted to vacuum barycentric Angstroms
#  Flux density (fnu)   units are erg/s/cm^2/Hz.  Note:  it is fnu, NOT flambda
#
wave        fnu          noise     obswave    avgsky      cont_fnu    cont_uncert
 3942.9626   4.539e-29   6.435e-30  3942.048   2.051e-28   4.514e-29   4.058e-30
 3943.2511   4.198e-29   6.504e-30  3942.337   2.152e-28   4.517e-29   4.055e-30
 3943.5396   4.123e-29   6.601e-30  3942.625   2.285e-28   4.519e-29   4.052e-30
 3943.8279   3.788e-29   6.652e-30  3942.914   2.397e-28   4.522e-29   4.049e-30
 3944.1164   3.983e-29   6.705e-30  3943.202   2.400e-28   4.524e-29   4.046e-30
 3944.4047   4.672e-29   6.664e-30  3943.490   2.375e-28   4.526e-29   4.043e-30
 3944.6932   3.670e-29   6.325e-30  3943.779   2.025e-28   4.529e-29   4.040e-30
 3944.9816   4.278e-29   6.197e-30  3944.067   1.777e-28   4.531e-29   4.036e-30
 3945.2700   3.631e-29   6.081e-30  3944.355   1.654e-28   4.534e-29   4.033e-30
 3945.5584   3.799e-29   6.156e-30  3944.644   1.713e-28   4.536e-29   4.030e-30
 3945.8468   4.691e-29   6.363e-30  3944.932   1.899e-28   4.539e-29   4.027e-30
 3946.1352   3.581e-29   6.473e-30  3945.220   2.139e-28   4.541e-29   4.024e-30
 3946.4237   3.313e-29   6.539e-30  3945.509   2.325e-28   4.544e-29   4.020e-30
 3946.7121   3.626e-29   6.485e-30  3945.797   2.253e-28   4.546e-29   4.017e-30
 3947.0005   2.549e-29   6.362e-30  3946.086   2.176e-28   4.548e-29   4.014e-30
 3947.2889   2.861e-29   6.249e-30  3946.374   1.959e-28   4.551e-29   4.011e-30
 3947.5773   2.797e-29   6.198e-30  3946.662   1.901e-28   4.553e-29   4.007e-30
 3947.8658   3.755e-29   6.273e-30  3946.951   1.859e-28   4.556e-29   4.004e-30
 3948.1541   4.481e-29   6.310e-30  3947.239   1.870e-28   4.558e-29   4.001e-30
 3948.4426   4.025e-29   6.356e-30  3947.527   1.942e-28   4.561e-29   3.997e-30
 3948.7309   3.302e-29   6.425e-30  3947.816   2.098e-28   4.563e-29   3.994e-30
 3949.0194   3.088e-29   6.501e-30  3948.104   2.199e-28   4.565e-29   3.990e-30
 3949.3078   3.439e-29   6.514e-30  3948.392   2.252e-28   4.568e-29   3.987e-30
 3949.5962   2.657e-29   6.374e-30  3948.681   2.169e-28   4.570e-29   3.984e-30
 3949.8846   3.133e-29   6.310e-30  3948.969   2.033e-28   4.573e-29   3.980e-30
 3950.1730   3.063e-29   6.284e-30  3949.257   1.931e-28   4.575e-29   3.977e-30
 3950.4615   3.587e-29   6.218e-30  3949.546   1.812e-28   4.577e-29   3.973e-30
 3950.7499   2.744e-29   6.040e-30  3949.834   1.705e-28   4.580e-29   3.969e-30
 3951.0383   1.788e-29   5.915e-30  3950.122   1.656e-28   4.582e-29   3.966e-30
 3951.3267   1.149e-29   5.798e-30  3950.411   1.602e-28   4.585e-29   3.962e-30
 3951.6151   1.218e-29   5.766e-30  3950.699   1.555e-28   4.587e-29   3.959e-30
 3951.9035   5.203e-30   5.862e-30  3950.988   1.712e-28   4.589e-29   3.955e-30
 3952.1920  -2.446e-30   6.035e-30  3951.276   1.969e-28   4.592e-29   3.951e-30
 3952.4803   4.840e-30   6.285e-30  3951.564   2.139e-28   4.594e-29   3.948e-30
 3952.7688   8.048e-30   6.365e-30  3951.853   2.276e-28   4.596e-29   3.944e-30
 3953.0571   1.484e-29   6.363e-30  3952.141   2.279e-28   4.599e-29   3.940e-30
 3953.3456   1.517e-29   6.229e-30  3952.429   2.078e-28   4.601e-29   3.937e-30
 3953.6340   2.602e-29   6.127e-30  3952.718   1.828e-28   4.604e-29   3.933e-30
 3953.9224   2.369e-29   5.994e-30  3953.006   1.645e-28   4.606e-29   3.929e-30
 3954.2109   3.799e-29   6.039e-30  3953.294   1.547e-28   4.608e-29   3.925e-30
 3954.4992   4.145e-29   6.085e-30  3953.583   1.557e-28   4.611e-29   3.921e-30
 3954.7877   3.668e-29   6.060e-30  3953.871   1.637e-28   4.613e-29   3.918e-30
 3955.0761   3.033e-29   6.030e-30  3954.159   1.663e-28   4.615e-29   3.914e-30
 3955.3645   4.593e-29   6.185e-30  3954.448   1.699e-28   4.618e-29   3.910e-30
 3955.6529   4.722e-29   6.235e-30  3954.736   1.733e-28   4.620e-29   3.906e-30
 3955.9414   3.098e-29   6.195e-30  3955.024   1.817e-28   4.622e-29   3.902e-30
 3956.2297   4.064e-29   6.337e-30  3955.313   1.844e-28   4.625e-29   3.898e-30
 3956.5182   4.215e-29   6.390e-30  3955.601   1.991e-28   4.627e-29   3.894e-30
 3956.8065   4.633e-29   6.399e-30  3955.890   1.981e-28   4.630e-29   3.890e-30
 3957.0950   3.561e-29   6.281e-30  3956.178   1.939e-28   4.632e-29   3.886e-30
 3957.3835   3.497e-29   6.267e-30  3956.466   1.802e-28   4.634e-29   3.882e-30
 3957.6718   4.899e-29   6.296e-30  3956.755   1.868e-28   4.637e-29   3.878e-30
 3957.9603   5.189e-29   6.286e-30  3957.043   1.671e-28   4.639e-29   3.874e-30
 3958.2486   4.263e-29   6.194e-30  3957.331   1.700e-28   4.641e-29   3.870e-30
 3958.5371   4.239e-29   6.078e-30  3957.620   1.574e-28   4.644e-29   3.866e-30
 3958.8255   4.155e-29   6.088e-30  3957.908   1.584e-28   4.646e-29   3.862e-30
 3959.1139   4.849e-29   6.164e-30  3958.196   1.643e-28   4.648e-29   3.858e-30
 3959.4023   3.520e-29   6.000e-30  3958.485   1.590e-28   4.650e-29   3.854e-30
 3959.6907   3.583e-29   6.062e-30  3958.773   1.566e-28   4.653e-29   3.849e-30
 3959.9791   3.239e-29   6.080e-30  3959.061   1.658e-28   4.655e-29   3.845e-30
 3960.2676   2.088e-29   5.986e-30  3959.350   1.666e-28   4.657e-29   3.841e-30
 3960.5559   1.755e-29   6.009e-30  3959.638   1.705e-28   4.660e-29   3.837e-30
 3960.8444   1.211e-29   6.015e-30  3959.927   1.751e-28   4.662e-29   3.833e-30
 3961.1328   1.674e-29   6.080e-30  3960.215   1.815e-28   4.664e-29   3.828e-30
 3961.4212   2.244e-29   6.089e-30  3960.503   1.782e-28   4.667e-29   3.824e-30
 3961.7097   2.611e-29   6.106e-30  3960.792   1.766e-28   4.669e-29   3.820e-30
 3961.9980   3.086e-29   6.051e-30  3961.080   1.608e-28   4.671e-29   3.816e-30
 3962.2865   2.837e-29   6.024e-30  3961.368   1.633e-28   4.674e-29   3.811e-30
 3962.5748   3.433e-29   6.019e-30  3961.657   1.546e-28   4.676e-29   3.807e-30
 3962.8633   3.116e-29   5.930e-30  3961.945   1.473e-28   4.678e-29   3.802e-30
 3963.1517   2.793e-29   5.810e-30  3962.233   1.401e-28   4.680e-29   3.798e-30
 3963.4401   2.228e-29   5.735e-30  3962.522   1.337e-28   4.683e-29   3.794e-30
 3963.7285   1.906e-29   5.746e-30  3962.810   1.434e-28   4.685e-29   3.789e-30
 3964.0169   2.794e-29   5.818e-30  3963.098   1.400e-28   4.687e-29   3.785e-30
 3964.3054   2.043e-29   5.757e-30  3963.387   1.349e-28   4.690e-29   3.780e-30
 3964.5938   1.820e-29   5.666e-30  3963.675   1.315e-28   4.692e-29   3.776e-30
 3964.8822   2.502e-29   5.712e-30  3963.963   1.280e-28   4.694e-29   3.771e-30
 3965.1706   2.294e-29   5.658e-30  3964.252   1.277e-28   4.696e-29   3.767e-30
 3965.4590   2.118e-29   5.672e-30  3964.540   1.244e-28   4.699e-29   3.762e-30
 3965.7474   2.853e-29   5.739e-30  3964.829   1.239e-28   4.701e-29   3.758e-30
 3966.0359   2.851e-29   5.824e-30  3965.117   1.382e-28   4.703e-29   3.753e-30
 3966.3242   2.900e-29   5.814e-30  3965.405   1.376e-28   4.705e-29   3.749e-30
 3966.6127   3.128e-29   5.828e-30  3965.694   1.381e-28   4.708e-29   3.744e-30
 3966.9011   3.268e-29   5.783e-30  3965.982   1.301e-28   4.710e-29   3.740e-30
 3967.1895   3.991e-29   5.777e-30  3966.270   1.232e-28   4.712e-29   3.735e-30
 3967.4779   3.930e-29   5.761e-30  3966.559   1.174e-28   4.714e-29   3.730e-30
 3967.7663   3.921e-29   5.774e-30  3966.847   1.196e-28   4.717e-29   3.726e-30
 3968.0548   3.914e-29   5.782e-30  3967.135   1.221e-28   4.719e-29   3.721e-30
 3968.3432   5.064e-29   5.835e-30  3967.424   1.222e-28   4.721e-29   3.716e-30
 3968.6316   4.113e-29   5.719e-30  3967.712   1.154e-28   4.723e-29   3.711e-30
 3968.9200   3.830e-29   5.634e-30  3968.000   1.098e-28   4.726e-29   3.707e-30
 3969.2084   3.379e-29   5.566e-30  3968.289   1.019e-28   4.728e-29   3.702e-30
 3969.4968   2.922e-29   5.520e-30  3968.577   9.950e-29   4.730e-29   3.697e-30
 3969.7853   3.847e-29   5.547e-30  3968.865   9.577e-29   4.732e-29   3.692e-30
 3970.0736   3.189e-29   5.508e-30  3969.154   1.022e-28   4.735e-29   3.688e-30
 3970.3621   3.239e-29   5.568e-30  3969.442   1.068e-28   4.737e-29   3.683e-30
 3970.6504   3.363e-29   5.551e-30  3969.731   1.040e-28   4.739e-29   3.678e-30
 3970.9389   3.073e-29   5.590e-30  3970.019   1.123e-28   4.741e-29   3.673e-30
 3971.2274   2.867e-29   5.614e-30  3970.307   1.166e-28   4.744e-29   3.668e-30
 3971.5157   2.895e-29   5.745e-30  3970.596   1.289e-28   4.746e-29   3.664e-30
 3971.8042   2.577e-29   5.766e-30  3970.884   1.366e-28   4.748e-29   3.659e-30
 3972.0925   2.000e-29   5.705e-30  3971.172   1.355e-28   4.750e-29   3.654e-30
 3972.3810   1.614e-29   5.655e-30  3971.461   1.311e-28   4.752e-29   3.649e-30
 3972.6694   1.436e-29   5.607e-30  3971.749   1.278e-28   4.755e-29   3.644e-30
 3972.9578   2.757e-29   5.672e-30  3972.037   1.236e-28   4.757e-29   3.639e-30
 3973.2462   2.046e-29   5.663e-30  3972.326   1.282e-28   4.759e-29   3.634e-30
 3973.5346   1.210e-29   5.669e-30  3972.614   1.372e-28   4.761e-29   3.629e-30
 3973.8230   1.718e-29   5.787e-30  3972.902   1.485e-28   4.763e-29   3.624e-30
 3974.1115   2.689e-29   5.944e-30  3973.191   1.612e-28   4.766e-29   3.619e-30
 3974.3998   2.886e-29   6.043e-30  3973.479   1.691e-28   4.768e-29   3.614e-30
 3974.6883   3.653e-29   6.162e-30  3973.767   1.724e-28   4.770e-29   3.609e-30
 3974.9767   3.495e-29   6.140e-30  3974.056   1.757e-28   4.772e-29   3.604e-30
 3975.2651   3.010e-29   6.121e-30  3974.344   1.790e-28   4.774e-29   3.599e-30
 3975.5536   3.171e-29   6.123e-30  3974.633   1.775e-28   4.776e-29   3.594e-30
 3975.8419   3.125e-29   6.180e-30  3974.921   1.800e-28   4.779e-29   3.589e-30
 3976.1304   3.356e-29   6.268e-30  3975.209   1.957e-28   4.781e-29   3.584e-30
 3976.4187   3.986e-29   6.391e-30  3975.498   2.001e-28   4.783e-29   3.578e-30
 3976.7072   3.512e-29   6.283e-30  3975.786   1.980e-28   4.785e-29   3.573e-30
 3976.9956   4.158e-29   6.165e-30  3976.074   1.814e-28   4.787e-29   3.568e-30
 3977.2840   4.239e-29   6.104e-30  3976.363   1.650e-28   4.789e-29   3.563e-30
 3977.5724   4.759e-29   6.223e-30  3976.651   1.645e-28   4.792e-29   3.558e-30
 3977.8609   3.845e-29   6.239e-30  3976.939   1.817e-28   4.794e-29   3.553e-30
 3978.1492   4.331e-29   6.344e-30  3977.228   1.970e-28   4.796e-29   3.547e-30
 3978.4377   4.757e-29   6.486e-30  3977.516   2.078e-28   4.798e-29   3.542e-30
 3978.7261   4.765e-29   6.499e-30  3977.805   2.162e-28   4.800e-29   3.537e-30
 3979.0145   5.098e-29   6.434e-30  3978.093   2.077e-28   4.802e-29   3.532e-30
 3979.3030   4.228e-29   6.317e-30  3978.381   1.941e-28   4.805e-29   3.526e-30
 3979.5913   3.695e-29   6.172e-30  3978.669   1.768e-28   4.807e-29   3.521e-30
 3979.8798   4.248e-29   6.113e-30  3978.958   1.664e-28   4.809e-29   3.516e-30
 3980.1681   4.108e-29   6.084e-30  3979.246   1.625e-28   4.811e-29   3.511e-30
 3980.4566   4.374e-29   6.086e-30  3979.535   1.639e-28   4.813e-29   3.505e-30
 3980.7450   3.543e-29   6.115e-30  3979.823   1.731e-28   4.815e-29   3.500e-30
 3981.0334   3.862e-29   6.251e-30  3980.111   1.921e-28   4.817e-29   3.495e-30
 3981.3218   4.091e-29   6.397e-30  3980.400   2.066e-28   4.820e-29   3.489e-30
 3981.6102   3.374e-29   6.365e-30  3980.688   2.167e-28   4.822e-29   3.484e-30
 3981.8987   2.871e-29   6.312e-30  3980.976   2.110e-28   4.824e-29   3.478e-30
 3982.1871   3.053e-29   6.289e-30  3981.265   2.063e-28   4.826e-29   3.473e-30
 3982.4755   3.654e-29   6.178e-30  3981.553   1.891e-28   4.828e-29   3.468e-30
 3982.7639   3.707e-29   6.104e-30  3981.841   1.736e-28   4.830e-29   3.462e-30
 3983.0523   3.345e-29   6.049e-30  3982.130   1.645e-28   4.832e-29   3.457e-30
 3983.3407   3.966e-29   6.097e-30  3982.418   1.689e-28   4.834e-29   3.451e-30
 3983.6292   3.924e-29   6.032e-30  3982.706   1.637e-28   4.836e-29   3.446e-30
 3983.9175   3.711e-29   6.041e-30  3982.995   1.687e-28   4.839e-29   3.440e-30
 3984.2060   4.318e-29   6.154e-30  3983.283   1.739e-28   4.841e-29   3.435e-30
 3984.4943   4.149e-29   6.226e-30  3983.572   1.835e-28   4.843e-29   3.430e-30
 3984.7828   3.584e-29   6.314e-30  3983.860   2.036e-28   4.845e-29   3.424e-30
 3985.0712   3.877e-29   6.402e-30  3984.148   2.172e-28   4.847e-29   3.418e-30
 3985.3596   3.176e-29   6.382e-30  3984.437   2.185e-28   4.849e-29   3.413e-30
 3985.6481   3.417e-29   6.264e-30  3984.725   2.065e-28   4.851e-29   3.407e-30
 3985.9364   3.342e-29   6.140e-30  3985.013   1.876e-28   4.853e-29   3.402e-30
 3986.2249   3.617e-29   6.054e-30  3985.302   1.713e-28   4.855e-29   3.396e-30
 3986.5133   3.983e-29   6.014e-30  3985.590   1.613e-28   4.857e-29   3.391e-30
 3986.8017   3.585e-29   5.903e-30  3985.878   1.511e-28   4.860e-29   3.385e-30
 3987.0901   3.334e-29   5.856e-30  3986.167   1.463e-28   4.862e-29   3.380e-30
 3987.3785   3.772e-29   5.857e-30  3986.455   1.482e-28   4.864e-29   3.374e-30
 3987.6669   3.242e-29   5.755e-30  3986.743   1.418e-28   4.866e-29   3.368e-30
 3987.9554   1.958e-29   5.680e-30  3987.032   1.448e-28   4.868e-29   3.363e-30
 3988.2437   1.972e-29   5.803e-30  3987.320   1.589e-28   4.870e-29   3.357e-30
 3988.5322   2.972e-29   5.973e-30  3987.608   1.732e-28   4.872e-29   3.351e-30
 3988.8207   3.077e-29   6.117e-30  3987.897   1.871e-28   4.874e-29   3.346e-30
 3989.1090   2.611e-29   6.232e-30  3988.185   2.090e-28   4.876e-29   3.340e-30
 3989.3975   2.869e-29   6.306e-30  3988.474   2.149e-28   4.878e-29   3.334e-30
 3989.6858   2.956e-29   6.299e-30  3988.762   2.220e-28   4.880e-29   3.329e-30
 3989.9743   2.286e-29   6.114e-30  3989.050   2.027e-28   4.882e-29   3.323e-30
 3990.2627   1.721e-29   6.003e-30  3989.339   1.843e-28   4.884e-29   3.317e-30
 3990.5511   1.437e-29   5.887e-30  3989.627   1.760e-28   4.886e-29   3.312e-30
 3990.8395   1.229e-29   5.753e-30  3989.915   1.651e-28   4.888e-29   3.306e-30
 3991.1279   1.578e-29   5.717e-30  3990.204   1.520e-28   4.890e-29   3.300e-30
 3991.4163   8.406e-30   5.665e-30  3990.492   1.598e-28   4.892e-29   3.294e-30
 3991.7048   1.472e-29   5.710e-30  3990.780   1.546e-28   4.895e-29   3.289e-30
 3991.9931   1.160e-29   5.729e-30  3991.069   1.668e-28   4.897e-29   3.283e-30
 3992.2816   1.992e-29   5.736e-30  3991.357   1.532e-28   4.899e-29   3.277e-30
 3992.5700   1.291e-29   5.725e-30  3991.646   1.652e-28   4.901e-29   3.271e-30
 3992.8584   2.396e-29   5.798e-30  3991.934   1.633e-28   4.903e-29   3.266e-30
 3993.1469   2.752e-29   5.821e-30  3992.222   1.711e-28   4.905e-29   3.260e-30
 3993.4352   2.365e-29   5.902e-30  3992.510   1.712e-28   4.907e-29   3.254e-30
 3993.7237   2.564e-29   6.020e-30  3992.799   1.826e-28   4.909e-29   3.248e-30
 3994.0120   1.701e-29   5.995e-30  3993.087   1.940e-28   4.911e-29   3.242e-30
 3994.3005   1.785e-29   5.999e-30  3993.376   1.934e-28   4.913e-29   3.236e-30
 3994.5889   7.782e-30   5.940e-30  3993.664   1.952e-28   4.915e-29   3.231e-30
 3994.8773   1.575e-29   5.875e-30  3993.952   1.840e-28   4.917e-29   3.225e-30
 3995.1657   1.019e-29   5.771e-30  3994.241   1.753e-28   4.919e-29   3.219e-30
 3995.4541   1.468e-29   5.684e-30  3994.529   1.541e-28   4.921e-29   3.213e-30
 3995.7426   1.986e-29   5.641e-30  3994.817   1.449e-28   4.923e-29   3.207e-30
 3996.0310   2.162e-29   5.599e-30  3995.106   1.427e-28   4.925e-29   3.201e-30
 3996.3194   1.796e-29   5.612e-30  3995.394   1.470e-28   4.927e-29   3.195e-30
 3996.6078   2.335e-29   5.682e-30  3995.682   1.511e-28   4.929e-29   3.189e-30
 3996.8962   2.140e-29   5.733e-30  3995.971   1.589e-28   4.931e-29   3.183e-30
 3997.1846   2.850e-29   5.752e-30  3996.259   1.576e-28   4.933e-29   3.178e-30
 3997.4731   2.590e-29   5.707e-30  3996.548   1.585e-28   4.935e-29   3.172e-30
 3997.7614   2.926e-29   5.754e-30  3996.836   1.547e-28   4.937e-29   3.166e-30
 3998.0499   3.200e-29   5.732e-30  3997.124   1.548e-28   4.939e-29   3.160e-30
 3998.3382   3.712e-29   5.747e-30  3997.412   1.464e-28   4.941e-29   3.154e-30
 3998.6267   3.960e-29   5.783e-30  3997.701   1.512e-28   4.943e-29   3.148e-30
 3998.9151   3.945e-29   5.800e-30  3997.989   1.526e-28   4.945e-29   3.142e-30
 3999.2035   3.688e-29   5.874e-30  3998.278   1.658e-28   4.947e-29   3.136e-30
 3999.4920   4.631e-29   6.105e-30  3998.566   1.827e-28   4.949e-29   3.130e-30
 3999.7804   4.922e-29   6.201e-30  3998.854   2.030e-28   4.951e-29   3.124e-30
 4000.0688   3.980e-29   6.204e-30  3999.143   2.130e-28   4.953e-29   3.118e-30
 4000.3572   3.574e-29   6.177e-30  3999.431   2.164e-28   4.954e-29   3.112e-30
 4000.6456   3.889e-29   6.165e-30  3999.719   2.071e-28   4.956e-29   3.106e-30
 4000.9340   3.070e-29   6.048e-30  4000.008   1.980e-28   4.958e-29   3.100e-30
 4001.2225   3.674e-29   6.014e-30  4000.296   1.854e-28   4.960e-29   3.094e-30
 4001.5108   2.340e-29   5.872e-30  4000.584   1.808e-28   4.962e-29   3.088e-30
 4001.7993   2.879e-29   5.806e-30  4000.873   1.756e-28   4.964e-29   3.082e-30
 4002.0876   2.583e-29   5.747e-30  4001.161   1.652e-28   4.966e-29   3.076e-30
 4002.3761   2.988e-29   5.796e-30  4001.450   1.665e-28   4.968e-29   3.070e-30
 4002.6645   1.795e-29   5.724e-30  4001.738   1.712e-28   4.970e-29   3.064e-30
 4002.9529   2.126e-29   5.714e-30  4002.026   1.737e-28   4.972e-29   3.058e-30
 4003.2414   2.051e-29   5.710e-30  4002.315   1.675e-28   4.974e-29   3.051e-30
 4003.5297   2.186e-29   5.748e-30  4002.603   1.739e-28   4.976e-29   3.045e-30
 4003.8182   1.988e-29   5.735e-30  4002.891   1.726e-28   4.978e-29   3.039e-30
 4004.1066   2.198e-29   5.741e-30  4003.180   1.738e-28   4.980e-29   3.033e-30
 4004.3950   2.261e-29   5.730e-30  4003.468   1.718e-28   4.982e-29   3.027e-30
 4004.6834   2.056e-29   5.743e-30  4003.756   1.740e-28   4.984e-29   3.021e-30
 4004.9718   2.376e-29   5.764e-30  4004.045   1.761e-28   4.986e-29   3.015e-30
 4005.2602   2.410e-29   5.787e-30  4004.333   1.758e-28   4.987e-29   3.009e-30
 4005.5487   2.268e-29   5.680e-30  4004.621   1.693e-28   4.989e-29   3.003e-30
 4005.8370   2.584e-29   5.664e-30  4004.910   1.641e-28   4.991e-29   2.997e-30
 4006.1255   2.200e-29   5.654e-30  4005.198   1.620e-28   4.993e-29   2.991e-30
 4006.4139   2.265e-29   5.701e-30  4005.486   1.663e-28   4.995e-29   2.985e-30
 4006.7023   3.061e-29   5.792e-30  4005.775   1.741e-28   4.997e-29   2.978e-30
 4006.9908   2.817e-29   5.739e-30  4006.063   1.750e-28   4.999e-29   2.972e-30
 4007.2791   3.035e-29   5.751e-30  4006.352   1.756e-28   5.001e-29   2.966e-30
 4007.5676   2.846e-29   5.703e-30  4006.640   1.686e-28   5.003e-29   2.960e-30
 4007.8559   2.330e-29   5.778e-30  4006.928   1.824e-28   5.005e-29   2.954e-30
 4008.1444   2.185e-29   5.952e-30  4007.217   1.982e-28   5.007e-29   2.948e-30
 4008.4328   2.070e-29   6.085e-30  4007.505   2.294e-28   5.008e-29   2.942e-30
 4008.7212   2.131e-29   6.093e-30  4007.793   2.321e-28   5.010e-29   2.935e-30
 4009.0096   1.357e-29   6.055e-30  4008.082   2.364e-28   5.012e-29   2.929e-30
 4009.2981   1.427e-29   5.984e-30  4008.370   2.258e-28   5.014e-29   2.923e-30
 4009.5864   1.196e-29   6.004e-30  4008.658   2.225e-28   5.016e-29   2.917e-30
 4009.8749   4.791e-30   6.013e-30  4008.947   2.304e-28   5.018e-29   2.911e-30
 4010.1633   8.959e-30   6.067e-30  4009.235   2.377e-28   5.020e-29   2.905e-30
 4010.4517   5.275e-30   6.002e-30  4009.523   2.411e-28   5.022e-29   2.899e-30
 4010.7402   1.240e-29   5.966e-30  4009.812   2.271e-28   5.023e-29   2.892e-30
 4011.0285   8.583e-30   5.927e-30  4010.100   2.178e-28   5.025e-29   2.886e-30
 4011.3170   2.325e-29   5.947e-30  4010.389   2.120e-28   5.027e-29   2.880e-30
 4011.6053   2.330e-29   5.893e-30  4010.677   2.077e-28   5.029e-29   2.874e-30
 4011.8938   2.339e-29   5.914e-30  4010.965   2.085e-28   5.031e-29   2.868e-30
 4012.1822   2.162e-29   6.009e-30  4011.253   2.163e-28   5.033e-29   2.862e-30
 4012.4706   2.044e-29   6.012e-30  4011.542   2.260e-28   5.035e-29   2.856e-30
 4012.7590   2.141e-29   5.928e-30  4011.830   2.234e-28   5.037e-29   2.849e-30
 4013.0474   1.888e-29   5.914e-30  4012.119   2.173e-28   5.038e-29   2.843e-30
 4013.3359   1.631e-29   6.014e-30  4012.407   2.263e-28   5.040e-29   2.837e-30
 4013.6243   1.414e-29   6.016e-30  4012.695   2.306e-28   5.042e-29   2.831e-30
 4013.9127   1.598e-29   5.902e-30  4012.984   2.230e-28   5.044e-29   2.825e-30
 4014.2011   9.602e-30   5.780e-30  4013.272   2.126e-28   5.046e-29   2.819e-30
 4014.4895   4.641e-30   5.814e-30  4013.560   2.141e-28   5.048e-29   2.812e-30
 4014.7779   5.041e-30   5.882e-30  4013.849   2.191e-28   5.049e-29   2.806e-30
 4015.0664   1.298e-29   5.865e-30  4014.137   2.157e-28   5.051e-29   2.800e-30
 4015.3547   9.026e-30   5.763e-30  4014.425   2.164e-28   5.053e-29   2.794e-30
 4015.6432   1.172e-29   5.631e-30  4014.714   1.959e-28   5.055e-29   2.788e-30
 4015.9315   1.242e-29   5.621e-30  4015.002   1.883e-28   5.057e-29   2.782e-30
 4016.2200   8.899e-30   5.681e-30  4015.291   1.941e-28   5.059e-29   2.775e-30
 4016.5084   1.019e-29   5.719e-30  4015.579   2.027e-28   5.060e-29   2.769e-30
 4016.7968   1.379e-29   5.743e-30  4015.867   2.089e-28   5.062e-29   2.763e-30
 4017.0853   1.228e-29   5.697e-30  4016.156   2.033e-28   5.064e-29   2.757e-30
 4017.3736   1.689e-29   5.621e-30  4016.444   1.949e-28   5.066e-29   2.751e-30
 4017.6621   1.470e-29   5.567e-30  4016.732   1.798e-28   5.068e-29   2.745e-30
 4017.9505   5.510e-30   5.547e-30  4017.021   1.859e-28   5.070e-29   2.738e-30
 4018.2389   1.308e-29   5.581e-30  4017.309   1.859e-28   5.071e-29   2.732e-30
 4018.5273   1.311e-29   5.564e-30  4017.597   1.843e-28   5.073e-29   2.726e-30
 4018.8158   1.457e-29   5.507e-30  4017.886   1.815e-28   5.075e-29   2.720e-30
 4019.1041   1.084e-29   5.431e-30  4018.174   1.738e-28   5.077e-29   2.714e-30
 4019.3926   6.071e-30   5.410e-30  4018.462   1.777e-28   5.079e-29   2.708e-30
 4019.6809   5.531e-30   5.515e-30  4018.751   1.886e-28   5.080e-29   2.702e-30
 4019.9694   3.275e-30   5.650e-30  4019.039   2.044e-28   5.082e-29   2.695e-30
 4020.2579  -2.177e-30   5.633e-30  4019.327   2.150e-28   5.084e-29   2.689e-30
 4020.5462   9.441e-32   5.590e-30  4019.616   2.135e-28   5.086e-29   2.683e-30
 4020.8347  -6.060e-30   5.517e-30  4019.904   2.054e-28   5.088e-29   2.677e-30
 4021.1230  -5.344e-30   5.496e-30  4020.193   2.009e-28   5.089e-29   2.671e-30
 4021.4115  -5.130e-30   5.454e-30  4020.481   1.947e-28   5.091e-29   2.665e-30
 4021.6999  -3.109e-30   5.463e-30  4020.769   1.909e-28   5.093e-29   2.659e-30
 4021.9883  -7.229e-30   5.427e-30  4021.058   1.910e-28   5.095e-29   2.653e-30
 4022.2767   3.463e-31   5.440e-30  4021.346   1.973e-28   5.096e-29   2.647e-30
