# This is cosmiceye-comb1.txt the combined spectrum created by combine_mage_spectra.pro from cosmiceye.ls
# Total exptime should be        32800.000 s  (       9.1111111 hr)
# 2533.0 +/- 114.0 was the median spectral resolution and MAD, R===lambda / (FWHM)
# Created from:  Individual filenames, barycentric correction(km/s), exptime(s)
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x1/Final-Products/Fluxed/cosmiceye_b-comb.txt       9.6100000       7000.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x1/Final-Products/Fluxed/cosmiceye_a-comb.txt       10.060000       3600.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x1/Final-Products/Fluxed/cosmiceye_c-comb.txt       8.6300000       3600.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/cosmiceye-comb.txt       9.0300000       9000.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_Apr_2009/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/cosmiceye_a-comb.txt       26.610000       3600.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_Apr_2009/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/cosmiceye_b-comb.txt       26.790000       3600.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_Apr_2009/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/cosmiceye_c-comb.txt       26.960000       2400.0000
#  Wavelengths have been converted to vacuum barycentric Angstroms
#  Flux density (fnu)   units are erg/s/cm^2/Hz.  Note:  it is fnu, NOT flambda
#
wave        fnu          noise     obswave    avgsky      cont_fnu    cont_uncert
 6466.4122   1.286e-28   1.094e-29  6464.418   1.346e-27   1.277e-28   8.598e-31
 6466.8723   1.478e-28   1.166e-29  6464.878   1.560e-27   1.277e-28   8.515e-31
 6467.3325   1.641e-28   1.174e-29  6465.338   1.542e-27   1.277e-28   8.433e-31
 6467.7927   1.431e-28   1.153e-29  6465.798   1.486e-27   1.277e-28   8.350e-31
 6468.2529   1.289e-28   1.144e-29  6466.258   1.485e-27   1.277e-28   8.268e-31
 6468.7130   1.264e-28   1.133e-29  6466.718   1.448e-27   1.278e-28   8.185e-31
 6469.1731   1.417e-28   1.094e-29  6467.178   1.310e-27   1.278e-28   8.103e-31
 6469.6334   1.314e-28   9.875e-30  6467.639   9.994e-28   1.278e-28   8.020e-31
 6470.0935   1.373e-28   9.173e-30  6468.099   8.239e-28   1.278e-28   7.938e-31
 6470.5537   1.239e-28   9.000e-30  6468.559   8.035e-28   1.278e-28   7.855e-31
 6471.0138   1.275e-28   9.397e-30  6469.019   9.074e-28   1.278e-28   7.772e-31
 6471.4740   1.264e-28   1.015e-29  6469.479   1.124e-27   1.279e-28   7.690e-31
 6471.9342   1.396e-28   1.117e-29  6469.939   1.422e-27   1.279e-28   7.607e-31
 6472.3943   1.348e-28   1.167e-29  6470.399   1.563e-27   1.279e-28   7.525e-31
 6472.8544   1.354e-28   1.178e-29  6470.859   1.584e-27   1.279e-28   7.442e-31
 6473.3147   1.371e-28   1.170e-29  6471.319   1.542e-27   1.279e-28   7.360e-31
 6473.7748   1.170e-28   1.133e-29  6471.779   1.451e-27   1.279e-28   7.278e-31
 6474.2350   1.082e-28   1.070e-29  6472.239   1.261e-27   1.280e-28   7.195e-31
 6474.6951   1.192e-28   9.589e-30  6472.699   9.365e-28   1.280e-28   7.113e-31
 6475.1553   1.282e-28   8.982e-30  6473.159   7.829e-28   1.280e-28   7.031e-31
 6475.6155   1.179e-28   8.732e-30  6473.619   7.437e-28   1.280e-28   6.949e-31
 6476.0756   1.231e-28   8.687e-30  6474.079   7.277e-28   1.280e-28   6.867e-31
 6476.5358   1.276e-28   8.587e-30  6474.539   6.959e-28   1.281e-28   6.785e-31
 6476.9959   1.260e-28   8.542e-30  6474.999   6.919e-28   1.281e-28   6.704e-31
 6477.4561   1.321e-28   8.483e-30  6475.459   6.691e-28   1.281e-28   6.622e-31
 6477.9163   1.391e-28   8.547e-30  6475.919   6.773e-28   1.281e-28   6.541e-31
 6478.3764   1.539e-28   8.841e-30  6476.379   7.384e-28   1.281e-28   6.460e-31
 6478.8365   1.135e-28   9.150e-30  6476.839   8.564e-28   1.281e-28   6.379e-31
 6479.2968   1.273e-28   9.435e-30  6477.299   9.139e-28   1.282e-28   6.298e-31
 6479.7569   1.170e-28   9.511e-30  6477.759   9.380e-28   1.282e-28   6.217e-31
 6480.2171   1.369e-28   9.534e-30  6478.219   9.228e-28   1.282e-28   6.137e-31
 6480.6772   1.239e-28   9.522e-30  6478.679   9.352e-28   1.282e-28   6.057e-31
 6481.1374   1.235e-28   9.351e-30  6479.139   8.848e-28   1.282e-28   5.977e-31
 6481.5976   1.178e-28   8.905e-30  6479.599   7.717e-28   1.283e-28   5.898e-31
 6482.0577   1.343e-28   8.652e-30  6480.059   7.023e-28   1.283e-28   5.819e-31
 6482.5179   1.241e-28   8.576e-30  6480.519   6.960e-28   1.283e-28   5.740e-31
 6482.9781   1.102e-28   8.546e-30  6480.979   7.063e-28   1.283e-28   5.661e-31
 6483.4382   1.180e-28   8.566e-30  6481.439   7.021e-28   1.283e-28   5.583e-31
 6483.8984   1.325e-28   8.558e-30  6481.899   6.855e-28   1.284e-28   5.505e-31
 6484.3585   1.280e-28   8.548e-30  6482.359   6.882e-28   1.284e-28   5.428e-31
 6484.8187   1.281e-28   8.497e-30  6482.819   6.735e-28   1.284e-28   5.351e-31
 6485.2789   1.249e-28   8.509e-30  6483.279   6.780e-28   1.284e-28   5.275e-31
 6485.7390   1.259e-28   8.463e-30  6483.739   6.692e-28   1.284e-28   5.199e-31
 6486.1992   1.249e-28   8.506e-30  6484.199   6.804e-28   1.285e-28   5.124e-31
 6486.6593   1.236e-28   8.440e-30  6484.659   6.639e-28   1.285e-28   5.049e-31
 6487.1195   1.320e-28   8.533e-30  6485.119   6.841e-28   1.285e-28   4.975e-31
 6487.5797   1.395e-28   8.606e-30  6485.579   6.892e-28   1.285e-28   4.901e-31
 6488.0398   1.446e-28   8.584e-30  6486.039   6.794e-28   1.286e-28   4.829e-31
 6488.5000   1.216e-28   8.571e-30  6486.499   6.959e-28   1.286e-28   4.756e-31
 6488.9602   1.338e-28   8.541e-30  6486.960   6.787e-28   1.286e-28   4.685e-31
 6489.4203   1.356e-28   8.562e-30  6487.420   6.816e-28   1.286e-28   4.615e-31
 6489.8805   1.361e-28   8.560e-30  6487.880   6.822e-28   1.286e-28   4.545e-31
 6490.3406   1.422e-28   8.566e-30  6488.340   6.760e-28   1.287e-28   4.476e-31
 6490.8008   1.400e-28   8.572e-30  6488.800   6.783e-28   1.287e-28   4.408e-31
 6491.2610   1.221e-28   8.488e-30  6489.260   6.775e-28   1.287e-28   4.342e-31
 6491.7211   1.113e-28   8.441e-30  6489.720   6.777e-28   1.287e-28   4.276e-31
 6492.1813   1.283e-28   8.495e-30  6490.180   6.739e-28   1.287e-28   4.211e-31
 6492.6415   1.232e-28   8.490e-30  6490.640   6.743e-28   1.288e-28   4.148e-31
 6493.1016   1.119e-28   8.419e-30  6491.100   6.707e-28   1.288e-28   4.085e-31
 6493.5618   1.216e-28   8.458e-30  6491.560   6.713e-28   1.288e-28   4.024e-31
 6494.0219   1.275e-28   8.472e-30  6492.020   6.674e-28   1.288e-28   3.965e-31
 6494.4821   1.337e-28   8.463e-30  6492.480   6.590e-28   1.289e-28   3.907e-31
 6494.9423   1.255e-28   8.528e-30  6492.940   6.850e-28   1.289e-28   3.850e-31
 6495.4024   1.308e-28   8.560e-30  6493.400   6.861e-28   1.289e-28   3.795e-31
 6495.8626   1.303e-28   8.535e-30  6493.860   6.789e-28   1.289e-28   3.742e-31
 6496.3227   1.299e-28   8.514e-30  6494.320   6.729e-28   1.289e-28   3.690e-31
 6496.7829   1.235e-28   8.449e-30  6494.780   6.701e-28   1.290e-28   3.640e-31
 6497.2431   1.257e-28   8.488e-30  6495.240   6.723e-28   1.290e-28   3.592e-31
 6497.7032   1.182e-28   8.478e-30  6495.700   6.769e-28   1.290e-28   3.546e-31
 6498.1634   1.340e-28   8.741e-30  6496.160   7.282e-28   1.290e-28   3.502e-31
 6498.6236   1.224e-28   9.249e-30  6496.620   8.701e-28   1.291e-28   3.461e-31
 6499.0837   1.234e-28   1.041e-29  6497.080   1.200e-27   1.291e-28   3.421e-31
 6499.5439   1.339e-28   1.258e-29  6497.540   1.926e-27   1.291e-28   3.384e-31
 6500.0040   1.336e-28   1.416e-29  6498.000   2.466e-27   1.291e-28   3.349e-31
 6500.4642   1.389e-28   1.456e-29  6498.460   2.556e-27   1.292e-28   3.317e-31
 6500.9244   1.377e-28   1.452e-29  6498.920   2.534e-27   1.292e-28   3.287e-31
 6501.3845   1.237e-28   1.430e-29  6499.380   2.449e-27   1.292e-28   3.260e-31
 6501.8447   1.095e-28   1.375e-29  6499.840   2.257e-27   1.292e-28   3.236e-31
 6502.3049   1.381e-28   1.190e-29  6500.300   1.572e-27   1.293e-28   3.215e-31
 6502.7650   1.349e-28   9.804e-30  6500.760   9.579e-28   1.293e-28   3.196e-31
 6503.2252   1.378e-28   8.960e-30  6501.220   7.600e-28   1.293e-28   3.180e-31
 6503.6853   1.499e-28   8.887e-30  6501.680   7.380e-28   1.293e-28   3.167e-31
 6504.1456   1.426e-28   8.744e-30  6502.140   7.119e-28   1.294e-28   3.158e-31
 6504.6057   1.358e-28   8.812e-30  6502.600   7.400e-28   1.294e-28   3.151e-31
 6505.0658   1.361e-28   8.974e-30  6503.060   7.781e-28   1.294e-28   3.147e-31
 6505.5260   1.341e-28   9.588e-30  6503.520   9.440e-28   1.294e-28   3.147e-31
 6505.9861   1.398e-28   1.046e-29  6503.980   1.193e-27   1.295e-28   3.149e-31
 6506.4463   1.333e-28   1.075e-29  6504.440   1.255e-27   1.295e-28   3.155e-31
 6506.9065   1.423e-28   1.077e-29  6504.900   1.251e-27   1.295e-28   3.163e-31
 6507.3666   1.438e-28   1.081e-29  6505.360   1.261e-27   1.295e-28   3.175e-31
 6507.8268   1.297e-28   1.070e-29  6505.820   1.244e-27   1.296e-28   3.189e-31
 6508.2870   1.246e-28   1.035e-29  6506.281   1.135e-27   1.296e-28   3.207e-31
 6508.7471   1.395e-28   9.515e-30  6506.741   8.932e-28   1.296e-28   3.227e-31
 6509.2073   1.339e-28   8.834e-30  6507.201   7.349e-28   1.296e-28   3.251e-31
 6509.6674   1.297e-28   8.618e-30  6507.661   6.968e-28   1.297e-28   3.277e-31
 6510.1277   1.289e-28   8.591e-30  6508.121   6.915e-28   1.297e-28   3.306e-31
 6510.5878   1.206e-28   8.523e-30  6508.581   6.855e-28   1.297e-28   3.338e-31
 6511.0479   1.361e-28   8.570e-30  6509.041   6.805e-28   1.297e-28   3.372e-31
 6511.5081   1.333e-28   8.600e-30  6509.501   6.922e-28   1.298e-28   3.408e-31
 6511.9683   1.467e-28   8.625e-30  6509.961   6.846e-28   1.298e-28   3.448e-31
 6512.4284   1.364e-28   8.621e-30  6510.421   6.922e-28   1.298e-28   3.489e-31
 6512.8886   1.460e-28   8.676e-30  6510.881   6.969e-28   1.299e-28   3.533e-31
 6513.3487   1.536e-28   8.684e-30  6511.341   6.913e-28   1.299e-28   3.579e-31
 6513.8090   1.496e-28   8.684e-30  6511.801   6.965e-28   1.299e-28   3.627e-31
 6514.2691   1.366e-28   8.757e-30  6512.261   7.265e-28   1.299e-28   3.677e-31
 6514.7292   1.439e-28   8.997e-30  6512.721   7.791e-28   1.300e-28   3.729e-31
 6515.1894   1.457e-28   9.253e-30  6513.181   8.395e-28   1.300e-28   3.783e-31
 6515.6495   1.502e-28   9.289e-30  6513.641   8.438e-28   1.300e-28   3.839e-31
 6516.1098   1.505e-28   9.312e-30  6514.101   8.475e-28   1.300e-28   3.897e-31
 6516.5699   1.383e-28   9.239e-30  6514.561   8.408e-28   1.301e-28   3.956e-31
 6517.0300   1.430e-28   9.178e-30  6515.021   8.190e-28   1.301e-28   4.016e-31
 6517.4902   1.371e-28   8.923e-30  6515.481   7.577e-28   1.301e-28   4.079e-31
 6517.9504   1.426e-28   8.687e-30  6515.941   6.987e-28   1.302e-28   4.142e-31
 6518.4105   1.318e-28   8.505e-30  6516.401   6.696e-28   1.302e-28   4.207e-31
 6518.8707   1.347e-28   8.435e-30  6516.861   6.542e-28   1.302e-28   4.273e-31
 6519.3308   1.347e-28   8.400e-30  6517.321   6.430e-28   1.302e-28   4.341e-31
 6519.7911   1.284e-28   8.408e-30  6517.781   6.565e-28   1.303e-28   4.409e-31
 6520.2512   1.274e-28   8.372e-30  6518.241   6.457e-28   1.303e-28   4.479e-31
 6520.7113   1.202e-28   8.410e-30  6518.701   6.650e-28   1.303e-28   4.550e-31
 6521.1715   1.179e-28   8.461e-30  6519.161   6.787e-28   1.304e-28   4.622e-31
 6521.6317   1.250e-28   8.455e-30  6519.621   6.694e-28   1.304e-28   4.695e-31
 6522.0919   1.232e-28   8.481e-30  6520.081   6.778e-28   1.304e-28   4.768e-31
 6522.5520   1.196e-28   8.658e-30  6520.541   7.212e-28   1.304e-28   4.843e-31
 6523.0121   1.215e-28   9.134e-30  6521.001   8.479e-28   1.305e-28   4.918e-31
 6523.4724   1.239e-28   9.866e-30  6521.461   1.034e-27   1.305e-28   4.995e-31
 6523.9325   1.355e-28   1.016e-29  6521.921   1.092e-27   1.305e-28   5.072e-31
 6524.3926   1.368e-28   1.023e-29  6522.381   1.105e-27   1.306e-28   5.149e-31
 6524.8528   1.170e-28   1.015e-29  6522.841   1.108e-27   1.306e-28   5.228e-31
 6525.3129   1.281e-28   1.013e-29  6523.301   1.089e-27   1.306e-28   5.307e-31
 6525.7732   1.182e-28   9.788e-30  6523.761   9.989e-28   1.307e-28   5.386e-31
 6526.2333   1.298e-28   9.198e-30  6524.221   8.288e-28   1.307e-28   5.466e-31
 6526.6934   1.324e-28   8.816e-30  6524.681   7.410e-28   1.307e-28   5.547e-31
 6527.1536   1.287e-28   8.733e-30  6525.141   7.293e-28   1.307e-28   5.628e-31
 6527.6138   1.294e-28   8.701e-30  6525.602   7.231e-28   1.308e-28   5.710e-31
 6528.0740   1.428e-28   8.766e-30  6526.062   7.248e-28   1.308e-28   5.793e-31
 6528.5341   1.375e-28   8.755e-30  6526.522   7.268e-28   1.308e-28   5.875e-31
 6528.9942   1.396e-28   8.771e-30  6526.982   7.311e-28   1.309e-28   5.958e-31
 6529.4545   1.321e-28   8.639e-30  6527.442   7.074e-28   1.309e-28   6.042e-31
 6529.9146   1.319e-28   8.603e-30  6527.902   6.957e-28   1.309e-28   6.126e-31
 6530.3747   1.296e-28   8.518e-30  6528.362   6.817e-28   1.310e-28   6.210e-31
 6530.8349   1.299e-28   8.509e-30  6528.822   6.809e-28   1.310e-28   6.295e-31
 6531.2951   1.332e-28   8.526e-30  6529.282   6.789e-28   1.310e-28   6.380e-31
 6531.7553   1.346e-28   8.557e-30  6529.742   6.868e-28   1.311e-28   6.465e-31
 6532.2154   1.211e-28   8.519e-30  6530.202   6.893e-28   1.311e-28   6.551e-31
 6532.6755   1.302e-28   8.638e-30  6530.662   7.087e-28   1.311e-28   6.637e-31
 6533.1358   1.342e-28   9.007e-30  6531.122   8.025e-28   1.311e-28   6.723e-31
 6533.5959   1.221e-28   1.060e-29  6531.582   1.274e-27   1.312e-28   6.810e-31
 6534.0561   1.452e-28   1.253e-29  6532.042   1.884e-27   1.312e-28   6.896e-31
 6534.5162   1.383e-28   1.331e-29  6532.502   2.120e-27   1.312e-28   6.983e-31
 6534.9763   1.233e-28   1.344e-29  6532.962   2.159e-27   1.313e-28   7.070e-31
 6535.4366   1.262e-28   1.342e-29  6533.422   2.137e-27   1.313e-28   7.158e-31
 6535.8967   1.169e-28   1.330e-29  6533.882   2.107e-27   1.313e-28   7.245e-31
 6536.3568   1.210e-28   1.252e-29  6534.342   1.827e-27   1.314e-28   7.333e-31
 6536.8170   1.225e-28   1.060e-29  6534.802   1.203e-27   1.314e-28   7.421e-31
 6537.2772   1.277e-28   8.991e-30  6535.262   7.770e-28   1.314e-28   7.509e-31
 6537.7374   1.255e-28   8.546e-30  6535.722   6.877e-28   1.315e-28   7.597e-31
 6538.1975   1.432e-28   8.527e-30  6536.182   6.742e-28   1.315e-28   7.685e-31
 6538.6576   1.348e-28   8.496e-30  6536.642   6.756e-28   1.315e-28   7.774e-31
 6539.1179   1.310e-28   8.458e-30  6537.102   6.724e-28   1.316e-28   7.862e-31
 6539.5780   1.343e-28   8.526e-30  6537.562   6.795e-28   1.316e-28   7.951e-31
 6540.0382   1.351e-28   8.473e-30  6538.022   6.723e-28   1.316e-28   8.040e-31
 6540.4983   1.298e-28   8.492e-30  6538.482   6.801e-28   1.317e-28   8.129e-31
 6540.9585   1.275e-28   8.528e-30  6538.942   6.941e-28   1.317e-28   8.218e-31
 6541.4187   1.270e-28   8.574e-30  6539.402   7.063e-28   1.317e-28   8.307e-31
 6541.8788   1.401e-28   8.687e-30  6539.862   7.215e-28   1.318e-28   8.396e-31
 6542.3389   1.242e-28   8.704e-30  6540.322   7.380e-28   1.318e-28   8.485e-31
 6542.7992   1.257e-28   8.723e-30  6540.782   7.426e-28   1.318e-28   8.575e-31
 6543.2593   1.231e-28   8.739e-30  6541.242   7.467e-28   1.319e-28   8.664e-31
 6543.7195   1.275e-28   8.756e-30  6541.702   7.494e-28   1.319e-28   8.754e-31
 6544.1796   1.149e-28   8.891e-30  6542.162   7.920e-28   1.319e-28   8.843e-31
 6544.6397   1.191e-28   9.511e-30  6542.622   9.536e-28   1.320e-28   8.932e-31
 6545.1000   1.205e-28   1.022e-29  6543.083   1.154e-27   1.320e-28   9.022e-31
 6545.5601   1.268e-28   1.056e-29  6543.542   1.236e-27   1.320e-28   9.112e-31
 6546.0202   1.291e-28   1.065e-29  6544.002   1.245e-27   1.321e-28   9.201e-31
 6546.4804   1.228e-28   1.061e-29  6544.462   1.241e-27   1.321e-28   9.291e-31
 6546.9406   1.228e-28   1.055e-29  6544.923   1.225e-27   1.321e-28   9.380e-31
 6547.4008   1.164e-28   1.015e-29  6545.383   1.113e-27   1.322e-28   9.470e-31
 6547.8609   1.103e-28   9.228e-30  6545.843   8.680e-28   1.322e-28   9.560e-31
 6548.3210   1.119e-28   8.656e-30  6546.303   7.339e-28   1.322e-28   9.649e-31
 6548.7813   9.836e-29   8.434e-30  6546.763   7.016e-28   1.323e-28   9.739e-31
 6549.2414   1.014e-28   8.443e-30  6547.223   7.047e-28   1.323e-28   9.828e-31
 6549.7016   9.944e-29   8.337e-30  6547.683   6.780e-28   1.324e-28   9.918e-31
 6550.1617   9.112e-29   8.314e-30  6548.143   6.865e-28   1.324e-28   1.001e-30
 6550.6219   9.584e-29   8.347e-30  6548.603   6.919e-28   1.324e-28   1.010e-30
 6551.0821   9.127e-29   8.380e-30  6549.063   7.024e-28   1.325e-28   1.019e-30
 6551.5422   9.291e-29   8.334e-30  6549.523   6.901e-28   1.325e-28   1.028e-30
 6552.0023   1.066e-28   8.356e-30  6549.983   6.805e-28   1.325e-28   1.037e-30
 6552.4626   1.020e-28   8.339e-30  6550.443   6.837e-28   1.326e-28   1.045e-30
 6552.9227   1.002e-28   8.364e-30  6550.903   6.878e-28   1.326e-28   1.054e-30
 6553.3829   9.915e-29   8.568e-30  6551.363   7.405e-28   1.326e-28   1.063e-30
 6553.8430   1.064e-28   9.450e-30  6551.823   9.695e-28   1.327e-28   1.072e-30
 6554.3031   1.058e-28   1.131e-29  6552.283   1.552e-27   1.327e-28   1.081e-30
 6554.7634   1.126e-28   1.314e-29  6552.743   2.159e-27   1.327e-28   1.090e-30
 6555.2235   9.987e-29   1.366e-29  6553.203   2.299e-27   1.328e-28   1.099e-30
 6555.6837   7.790e-29   1.370e-29  6553.663   2.324e-27   1.328e-28   1.108e-30
 6556.1438   8.621e-29   1.363e-29  6554.123   2.289e-27   1.329e-28   1.117e-30
 6556.6040   8.374e-29   1.339e-29  6554.583   2.198e-27   1.329e-28   1.126e-30
 6557.0642   6.904e-29   1.209e-29  6555.043   1.747e-27   1.329e-28   1.135e-30
 6557.5243   5.103e-29   9.623e-30  6555.503   1.034e-27   1.330e-28   1.143e-30
 6557.9844   4.849e-29   8.198e-30  6555.963   6.929e-28   1.330e-28   1.152e-30
 6558.4447   4.797e-29   7.775e-30  6556.423   6.127e-28   1.330e-28   1.161e-30
 6558.9048   5.052e-29   7.741e-30  6556.883   6.087e-28   1.331e-28   1.170e-30
 6559.3650   4.219e-29   7.719e-30  6557.343   6.140e-28   1.331e-28   1.179e-30
 6559.8251   3.635e-29   7.707e-30  6557.803   6.193e-28   1.331e-28   1.188e-30
 6560.2853   4.285e-29   7.747e-30  6558.263   6.178e-28   1.332e-28   1.197e-30
 6560.7455   5.921e-29   7.804e-30  6558.723   6.152e-28   1.332e-28   1.205e-30
 6561.2056   6.314e-29   7.814e-30  6559.183   6.172e-28   1.333e-28   1.214e-30
 6561.6658   6.920e-29   7.857e-30  6559.643   6.168e-28   1.333e-28   1.223e-30
 6562.1260   9.573e-29   8.009e-30  6560.103   6.280e-28   1.333e-28   1.232e-30
 6562.5861   1.050e-28   8.196e-30  6560.563   6.639e-28   1.334e-28   1.241e-30
 6563.0463   1.040e-28   8.572e-30  6561.023   7.727e-28   1.334e-28   1.249e-30
 6563.5064   1.027e-28   9.220e-30  6561.483   9.646e-28   1.335e-28   1.258e-30
 6563.9665   1.083e-28   9.746e-30  6561.943   1.076e-27   1.335e-28   1.267e-30
 6564.4268   1.074e-28   9.903e-30  6562.404   1.088e-27   1.335e-28   1.275e-30
 6564.8869   1.139e-28   9.953e-30  6562.864   1.088e-27   1.336e-28   1.284e-30
 6565.3471   1.156e-28   9.890e-30  6563.324   1.063e-27   1.336e-28   1.293e-30
 6565.8072   1.107e-28   9.684e-30  6563.783   1.011e-27   1.336e-28   1.302e-30
 6566.2674   1.012e-28   9.128e-30  6564.244   8.591e-28   1.337e-28   1.310e-30
 6566.7276   1.020e-28   8.538e-30  6564.704   7.071e-28   1.337e-28   1.319e-30
 6567.1877   1.126e-28   8.228e-30  6565.164   6.407e-28   1.338e-28   1.328e-30
 6567.6479   1.193e-28   8.137e-30  6565.624   6.289e-28   1.338e-28   1.336e-30
 6568.1081   1.177e-28   8.167e-30  6566.084   6.413e-28   1.338e-28   1.345e-30
 6568.5682   1.026e-28   8.179e-30  6566.544   6.593e-28   1.339e-28   1.353e-30
 6569.0284   1.238e-28   8.518e-30  6567.004   7.213e-28   1.339e-28   1.362e-30
 6569.4885   1.200e-28   9.155e-30  6567.464   8.975e-28   1.340e-28   1.371e-30
 6569.9487   1.269e-28   9.859e-30  6567.924   1.078e-27   1.340e-28   1.379e-30
 6570.4089   1.239e-28   1.002e-29  6568.384   1.108e-27   1.340e-28   1.388e-30
 6570.8690   1.194e-28   1.005e-29  6568.844   1.110e-27   1.341e-28   1.396e-30
 6571.3292   1.012e-28   9.967e-30  6569.304   1.116e-27   1.341e-28   1.405e-30
 6571.7894   1.174e-28   1.002e-29  6569.764   1.114e-27   1.341e-28   1.413e-30
 6572.2495   1.106e-28   9.619e-30  6570.224   1.005e-27   1.342e-28   1.422e-30
 6572.7097   1.220e-28   8.925e-30  6570.684   8.112e-28   1.342e-28   1.430e-30
 6573.1698   1.314e-28   8.561e-30  6571.144   7.171e-28   1.343e-28   1.439e-30
 6573.6300   1.417e-28   8.512e-30  6571.604   7.044e-28   1.343e-28   1.447e-30
 6574.0902   1.379e-28   8.438e-30  6572.064   6.908e-28   1.343e-28   1.456e-30
 6574.5503   1.311e-28   8.451e-30  6572.524   7.029e-28   1.344e-28   1.464e-30
 6575.0105   1.233e-28   8.415e-30  6572.984   6.987e-28   1.344e-28   1.473e-30
 6575.4706   1.372e-28   8.400e-30  6573.444   6.807e-28   1.345e-28   1.481e-30
 6575.9308   1.343e-28   8.356e-30  6573.904   6.759e-28   1.345e-28   1.489e-30
 6576.3910   1.306e-28   8.323e-30  6574.364   6.735e-28   1.345e-28   1.498e-30
 6576.8511   1.291e-28   8.374e-30  6574.824   6.892e-28   1.346e-28   1.506e-30
 6577.3113   1.350e-28   8.735e-30  6575.284   7.735e-28   1.346e-28   1.514e-30
 6577.7715   1.279e-28   9.798e-30  6575.744   1.081e-27   1.347e-28   1.523e-30
 6578.2316   1.397e-28   1.147e-29  6576.204   1.593e-27   1.347e-28   1.531e-30
 6578.6918   1.305e-28   1.240e-29  6576.664   1.877e-27   1.348e-28   1.539e-30
 6579.1519   1.410e-28   1.258e-29  6577.124   1.906e-27   1.348e-28   1.548e-30
 6579.6122   1.365e-28   1.256e-29  6577.584   1.901e-27   1.348e-28   1.556e-30
 6580.0723   1.250e-28   1.250e-29  6578.044   1.893e-27   1.349e-28   1.564e-30
 6580.5324   1.461e-28   1.212e-29  6578.504   1.733e-27   1.349e-28   1.572e-30
 6580.9926   1.370e-28   1.068e-29  6578.964   1.273e-27   1.350e-28   1.580e-30
 6581.4528   1.423e-28   9.293e-30  6579.424   8.873e-28   1.350e-28   1.589e-30
 6581.9129   1.322e-28   8.581e-30  6579.884   7.302e-28   1.350e-28   1.597e-30
 6582.3731   1.412e-28   8.431e-30  6580.344   6.946e-28   1.351e-28   1.605e-30
 6582.8332   1.491e-28   8.408e-30  6580.804   6.843e-28   1.351e-28   1.613e-30
 6583.2934   1.469e-28   8.448e-30  6581.264   6.921e-28   1.352e-28   1.621e-30
 6583.7536   1.432e-28   8.553e-30  6581.725   7.251e-28   1.352e-28   1.629e-30
 6584.2137   1.516e-28   8.729e-30  6582.185   7.600e-28   1.352e-28   1.637e-30
 6584.6739   1.491e-28   8.846e-30  6582.645   7.896e-28   1.353e-28   1.645e-30
 6585.1340   1.399e-28   8.821e-30  6583.105   7.945e-28   1.353e-28   1.653e-30
 6585.5943   1.399e-28   8.810e-30  6583.565   7.928e-28   1.354e-28   1.661e-30
 6586.0544   1.415e-28   8.783e-30  6584.025   7.816e-28   1.354e-28   1.669e-30
 6586.5145   1.367e-28   8.700e-30  6584.485   7.664e-28   1.355e-28   1.677e-30
 6586.9747   1.351e-28   8.578e-30  6584.945   7.403e-28   1.355e-28   1.685e-30
 6587.4349   1.381e-28   8.475e-30  6585.405   7.189e-28   1.355e-28   1.693e-30
 6587.8950   1.489e-28   8.426e-30  6585.865   6.922e-28   1.356e-28   1.701e-30
 6588.3552   1.381e-28   8.351e-30  6586.325   6.857e-28   1.356e-28   1.709e-30
 6588.8153   1.370e-28   8.299e-30  6586.785   6.734e-28   1.357e-28   1.717e-30
 6589.2756   1.517e-28   8.345e-30  6587.245   6.721e-28   1.357e-28   1.725e-30
 6589.7357   1.335e-28   8.273e-30  6587.705   6.766e-28   1.358e-28   1.733e-30
 6590.1958   1.351e-28   8.286e-30  6588.165   6.786e-28   1.358e-28   1.740e-30
 6590.6560   1.342e-28   8.275e-30  6588.625   6.760e-28   1.358e-28   1.748e-30
 6591.1162   1.343e-28   8.294e-30  6589.085   6.829e-28   1.359e-28   1.756e-30
 6591.5764   1.409e-28   8.341e-30  6589.545   6.900e-28   1.359e-28   1.764e-30
 6592.0365   1.419e-28   8.388e-30  6590.005   6.994e-28   1.360e-28   1.771e-30
 6592.4966   1.412e-28   8.456e-30  6590.465   7.133e-28   1.360e-28   1.779e-30
 6592.9568   1.457e-28   8.505e-30  6590.925   7.248e-28   1.361e-28   1.787e-30
